"","OTU","Sample","Abundance","Plant.Name","Treatment","Shoot_mass_g","Pod_mass_g","N_pods","Root_mass_g","pH","P","K","Ca","Mg","OM","NO3","NH4","Richness","Shannon","Pielou","Kingdom","Phylum","Class","Order","Family","Genus"
"373","OTU_169","D6",4.68845234188194e-05,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
"374","OTU_169","N2",4.68845234188194e-05,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
"375","OTU_169","C2",4.68845234188194e-05,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
"376","OTU_169","C1",4.68845234188194e-05,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
"377","OTU_169","D4",4.68845234188194e-05,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella"
"378","OTU_171","N5",4.68845234188194e-05,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",""
"379","OTU_171","D1",4.68845234188194e-05,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",""
"380","OTU_174","D7",4.68845234188194e-05,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium"
"381","OTU_174","D1",4.68845234188194e-05,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium"
"382","OTU_174","N6",4.68845234188194e-05,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium"
"383","OTU_174","C5",4.68845234188194e-05,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium"
"384","OTU_174","N1",4.68845234188194e-05,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium"
"385","OTU_176","D2",4.68845234188194e-05,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Sordariomycetes","Sordariales","",""
"386","OTU_183","D1",4.68845234188194e-05,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys"
"387","OTU_183","N5",4.68845234188194e-05,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys"
"388","OTU_183","N2",4.68845234188194e-05,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys"
"389","OTU_188","D7",4.68845234188194e-05,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",""
"390","OTU_188","C5",4.68845234188194e-05,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",""
"391","OTU_200","N3",4.68845234188194e-05,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium"
"392","OTU_200","C6",4.68845234188194e-05,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium"
"393","OTU_208","D6",4.68845234188194e-05,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Parasola"
"394","OTU_208","C2",4.68845234188194e-05,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Parasola"
"395","OTU_213","N4",4.68845234188194e-05,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Basidiomycota","Microbotryomycetes","Incertae_sedis","Chrysozymaceae","Udeniozyma"
"396","OTU_213","D1",4.68845234188194e-05,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Basidiomycota","Microbotryomycetes","Incertae_sedis","Chrysozymaceae","Udeniozyma"
"397","OTU_218","C2",4.68845234188194e-05,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza"
"398","OTU_218","D6",4.68845234188194e-05,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza"
"399","OTU_22","C1",4.68845234188194e-05,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
"400","OTU_220","C3",4.68845234188194e-05,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",""
"401","OTU_220","N6",4.68845234188194e-05,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",""
"402","OTU_221","N4",4.68845234188194e-05,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales","",""
"403","OTU_221","D2",4.68845234188194e-05,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales","",""
"404","OTU_223","C3",4.68845234188194e-05,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Rozellomycota","Incertae_sedis","Gs11","",""
"405","OTU_223","D2",4.68845234188194e-05,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Rozellomycota","Incertae_sedis","Gs11","",""
"406","OTU_224","D2",4.68845234188194e-05,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",""
"407","OTU_227","D3",4.68845234188194e-05,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Sordariomycetes","Microascales","",""
"408","OTU_227","C6",4.68845234188194e-05,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Sordariomycetes","Microascales","",""
"409","OTU_227","N4",4.68845234188194e-05,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","Sordariomycetes","Microascales","",""
"410","OTU_231","N6",4.68845234188194e-05,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber"
"411","OTU_232","C5",4.68845234188194e-05,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"412","OTU_232","C2",4.68845234188194e-05,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma"
"413","OTU_234","N4",4.68845234188194e-05,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"414","OTU_234","C5",4.68845234188194e-05,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","",""
"415","OTU_236","N5",4.68845234188194e-05,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"416","OTU_236","N4",4.68845234188194e-05,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia"
"417","OTU_241","N4",4.68845234188194e-05,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",""
"418","OTU_242","C6",4.68845234188194e-05,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","",""
"419","OTU_244","C4",4.68845234188194e-05,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","",""
"420","OTU_249","N4",4.68845234188194e-05,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ischnodermataceae","Ischnoderma"
"421","OTU_249","C1",4.68845234188194e-05,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ischnodermataceae","Ischnoderma"
"422","OTU_251","D2",4.68845234188194e-05,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae",""
"423","OTU_251","D1",4.68845234188194e-05,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae",""
"424","OTU_251","N4",4.68845234188194e-05,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae",""
"425","OTU_259","D3",4.68845234188194e-05,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"426","OTU_259","N1",4.68845234188194e-05,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,38,1.25127620328785,0.343985310132687,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius"
"427","OTU_264","N2",4.68845234188194e-05,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Incertae_sedis","Emericellopsis"
"428","OTU_269","N6",4.68845234188194e-05,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera"
"429","OTU_282","C6",4.68845234188194e-05,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron"
"430","OTU_301","N2",4.68845234188194e-05,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus"
"431","OTU_34","D3",4.68845234188194e-05,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","",""
"432","OTU_34","N5",4.68845234188194e-05,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","",""
"433","OTU_46","N5",4.68845234188194e-05,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Chytridiomycota","Chytridiomycetes","","",""
"434","OTU_46","N4",4.68845234188194e-05,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Chytridiomycota","Chytridiomycetes","","",""
"435","OTU_48","D5",4.68845234188194e-05,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Chytridiomycota","","","",""
"436","OTU_51","D1",4.68845234188194e-05,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Uncobasidium"
"437","OTU_65","D3",4.68845234188194e-05,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella"
"438","OTU_65","D4",4.68845234188194e-05,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella"
"439","OTU_65","D1",4.68845234188194e-05,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella"
"440","OTU_65","C5",4.68845234188194e-05,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,36,1.17650432456311,0.328309782861085,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella"
"441","OTU_65","N3",4.68845234188194e-05,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella"
"442","OTU_66","D4",4.68845234188194e-05,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,46,0.961351462762288,0.251094673855812,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Nidulariaceae","Cyathus"
"443","OTU_71","N3",4.68845234188194e-05,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Dothideomycetes","","",""
"444","OTU_71","C4",4.68845234188194e-05,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Ascomycota","Dothideomycetes","","",""
"445","OTU_78","D1",4.68845234188194e-05,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Drechslera"
"446","OTU_80","D3",4.68845234188194e-05,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Incertae_sedis","Sistotrema"
"447","OTU_80","C3",4.68845234188194e-05,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,20,0.731718049529395,0.244253485529707,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Incertae_sedis","Sistotrema"
"448","OTU_80","D2",4.68845234188194e-05,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Incertae_sedis","Sistotrema"
"449","OTU_82","N5",4.68845234188194e-05,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Glarea"
"450","OTU_84","N7",4.68845234188194e-05,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,81,2.80741207452895,0.638854148885519,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces"
"451","OTU_87","N4",4.68845234188194e-05,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus"
"452","OTU_87","C4",4.68845234188194e-05,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,21,0.594608343107787,0.195304306429225,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus"
"453","OTU_1","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,31,0.611420396886149,0.178049701550306,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
"454","OTU_1","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,24,0.657729069612995,0.206959700723818,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
"455","OTU_1","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,40,1.68467800497441,0.45669098866747,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
"456","OTU_1","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,58,1.71997182642564,0.423592160254007,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
"457","OTU_1","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.74913863537929,0.438492261428277,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
"458","OTU_1","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,37,1.24218614084706,0.344008413067863,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
"459","OTU_1","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,57,2.4103220126182,0.596164098089502,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
"460","OTU_1","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,41,1.52540005866281,0.41076355359829,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
"461","OTU_1","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,46,1.72798236319609,0.451330428799277,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
"462","OTU_1","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,37,0.596582803545761,0.165216384857913,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
"463","OTU_1","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,52,1.6785340795069,0.424811578089525,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
"464","OTU_1","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,50,1.75482264776461,0.448571658533116,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
"465","OTU_1","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,43,1.45331638642236,0.386396985461745,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
"466","OTU_1","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,52,1.71015231049572,0.43281367394611,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis"
